"","win60s","RunName","drowsy","Event_ID","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"4818",32,"A_M1053OM03_3S1RNA",FALSE,311,-0.48324,-0.08789,-0.92284,-0.74706,-1.9335,-1.4062,-0.81294,-0.70312,-0.74706,-0.74706,-0.74706,-0.79101,-0.79101,-0.8789,-0.92284,-0.92284,-0.96679,-0.92284,-0.87877,-0.65917,-0.08789,-0.32961,-0.30761,-0.30761,-1.1865,-1.2305,0.37353,0.32959,-0.83495,-0.26367,-0.35156,-0.43945,-0.219835,-0.30761,-0.35156,-0.61523,-0.65917,-0.83495,-0.74706,-0.13183,-0.30761,-0.0658315,-0.417475,-0.43945,-1.604,-0.043945,-0.98869,-1.1865,-0.30761,-0.30761,-0.92284,-0.57128,-0.8789,-1.0986,-0.83495,-0.79101,-0.30761,-0.8789,-0.8789,-0.83495,-0.83495
"4819",33,"A_M1053OM03_3S1RNA",FALSE,311,-0.83495,-0.83495,-0.83495,-0.83495,-0.3955,-0.43945,-0.35156,-0.63712,-0.74706,-0.922715,-1.4062,-0.8789,-0.8789,-0.8789,-0.8789,-0.527295,-0.19767,-0.79101,-0.96679,-1.3183,-1.4502,-1.4062,-0.8789,-0.79101,-0.3955,-0.61523,-0.61523,-0.92284,-0.96679,-1.4941,-0.43945,-0.48339,-0.43945,-0.48339,-0.74706,-0.65917,-0.153805,-0.70312,-0.70312,-0.74706,-0.30761,-0.52734,-0.52734,-0.96679,-0.96679,-0.61523,-0.48339,-0.26367,-0.329585,-0.21972,-0.32963,-0.74706,-0.43945,-0.70312,-0.70312,-0.21972,-0.08789,-0.74706,-0.74706,-0.83495,-0.83495
"4820",34,"A_M1053OM03_3S1RNA",FALSE,311,-0.83495,-0.26367,-0.52734,-0.52734,-0.8789,-0.92284,-0.74706,-0.65917,0,-0.74706,-0.52734,-0.57128,-0.43945,-0.52734,-0.48339,-0.043945,-0.3955,-0.5933,-0.90087,-0.3077,-0.43945,-0.79101,-0.61523,-0.61523,-0.83506,-0.76906,-0.35156,-0.3955,-0.65917,-0.65917,-0.856925,-0.92284,-0.96679,-0.92284,-0.8789,-0.43945,-0.13183,-0.70312,-0.74706,-0.70312,-0.21972,-0.83491,-1.3623,-0.76912,-0.48339,-0.52734,-0.57128,-1.0986,-1.0986,-1.0986,-2.1094,-2.4609,-0.747065,-1.0547,-1.0547,-1.0547,-1.8896,-1.8457,-1.8017,-0.41756,0.13183
"4821",35,"A_M1053OM03_3S1RNA",FALSE,311,-0.593255,-1.88965,-1.4941,-1.4941,-1.4941,-1.3183,-0.48339,-1.1426,-1.2744,-1.3183,-1.3183,-1.3183,-1.2744,-1.2744,-0.26367,0.92284,-0.43945,-1.0986,-1.0547,-0.48339,-0.43988,-0.08789,-0.65917,-0.52734,-0.48339,-0.52734,-0.79101,-0.8789,-0.8789,-0.83495,-0.043945,-0.26367,-0.30761,-0.30761,-0.57128,-0.57128,-0.57128,-1.1426,-1.0986,-1.2744,-1.2305,-1.2305,-1.0986,-1.2305,-1.1865,-0.74706,-0.74706,-0.74706,-0.83495,-0.83495,-1.82315,-2.5049,-1.2308,-0.505365,-0.74706,-0.79101,-1.1426,-1.55995,-0.79114,-0.988445,-1.1865
"4822",36,"A_M1053OM03_3S1RNA",FALSE,311,-1.2305,-1.1426,-1.1865,-1.0547,-0.52734,-3.6472,-2.0654,-2.2412,-2.1094,-0.79101,-0.8789,-1.626,-0.768735,-2.065,-2.5488,-2.7685,-2.8125,-1.8017,-0.967225,-0.52734,-0.79101,-1.8017,-1.6699,-1.6699,-2.1972,-2.1972,-1.6699,-0.08789,0.43945,0.21998,-0.571285,-0.52734,-0.52734,-0.65917,-0.70312,-0.30761,-0.35156,-0.35156,-0.30761,-0.3955,-0.96679,-1.07665,-0.65917,-0.74706,-0.65917,-0.65917,-0.593255,-0.08789,-0.044074,-0.35156,-0.10956,-0.61523,-0.13183,-0.17578,-0.8789,-2.46065,-0.26367,-0.1101605,0,-0.505235,-0.26367
"4823",37,"A_M1053OM03_3S1RNA",FALSE,311,-0.83495,-0.505495,-0.52734,-0.52734,-0.52734,-0.61523,-1.0986,-0.989045,-0.35156,-0.61523,-0.48339,-0.48339,-0.48339,-0.30761,-0.48339,-0.48339,-0.48339,-0.746635,-1.47215,-1.1865,-1.0107,-0.48339,-0.57128,-0.43945,-0.21972,-1.4502,-1.626,-1.4062,-0.0876755,-0.241695,-0.65917,-0.17578,-0.13183,-0.46099,-2.6806,-0.923275,0.17578,0.43945,-0.94439,-1.0547,-1.40615,-0.79101,-0.35199,0.46138,0.08789,-0.26367,0.043945,-0.35156,-0.35156,-1.29655,-0.17578,-0.52734,0.52734,0.48339,-0.483395,-0.79101,-0.79101,-0.61523,0.46112,-1.3623,-1.2744
"4824",38,"A_M1053OM03_3S1RNA",FALSE,311,-0.48339,-0.43945,0.35156,-0.41769,-1.2081,-0.96649,-1.1866,-0.35156,-1.4062,-2.0654,-2.0654,-2.1094,-2.1533,-1.8457,-0.022272905,-0.61523,-1.6263,-1.4502,-2.5708,-2.13135,-1.1647,-0.94482,-1.2304,-1.3183,-1.5381,-1.7344,-2.1094,-2.0654,-2.0654,-1.2744,-1.2744,-1.2305,-0.769165,-0.79101,-1.582,-0.30761,0.0659175,-1.7578,-1.40655,-2.0435,-0.65917,-0.17578,-0.17578,-0.504505,-1.6699,-1.0547,-0.98891,-0.92284,-0.96679,-1.9336,-1.8457,-1.0986,-0.30761,-0.08789,0.043945,-0.46129,-1.25245,-0.043945,0.8789,0.506355,0.043945
"4825",1,"A_M1055OM04_1S1RNA",FALSE,101,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1098605,-2.65865,-4.72405,-7.1191,-7.163,-7.2949,-7.6684,-9.79975,-55.4585,-191.515,-190.435,60.2485,47.3285,-51.965,-270.02,-316.165,16.655,84.287,44.099,-12.129,-3.4936,-1.3403,3.16405,-2.395,-3.73535,-1.80175,-2.1973,-2.7246,-1.56005,-0.81298,-2.19725,-3.4277,-2.28515,-1.7798,-0.83495,-2.2851,-0.6372,-2.2412,-1.9336,-2.5928,-3.3838,-0.98875,4.3066,0.65917,0.834955,3.4497,5.4492,7.207
"4826",2,"A_M1055OM04_1S1RNA",FALSE,102,8.6132,5.1855,1.88965,9.73385,8.15185,6.83345,6.6796,7.69035,5.2075,5.2734,7.3388,4.59225,7.2509,8.37155,6.8994,9.00875,4.32855,4.5703,5.1416,5.1416,6.26215,5.5371,8.7451,8.4814,5.7128,3.5815,4.79005,5.16355,6.04245,7.6904,5.1636,5.4272,4.50435,5.1855,5.7128,4.1748,5.625,2.43895,5.03165,8.32755,9.4482,5.47115,5.3173,5.1855,6.5917,7.6904,5.09765,5.40525,5.88865,5.0097,6.3281,4.4824,6.7236,6.56975,5.4931,6.6137,7.66835,9.58,6.5039,3.40575,2.8125
"4827",3,"A_M1055OM04_1S1RNA",FALSE,103,4.79,5.8447,6.9873,9.0966,7.3828,3.4936,8.89885,9.624,8.3935,0.790975,-1.604,2.52685,1.054705,1.95555,0.285635,-0.505375,-0.131815,-2.1533,2.7246,-0.32962,0.285635,-2.6367,0.681165,0.8789,-2.76855,-3.31785,-2.4829,-1.0327,0.3955,0.50538,-0.944815,-1.51615,-0.70313,-2.5928,-1.8457,-1.38425,-1.3183,-0.59326,-0.19774,0.98875,1.47215,1.2305,0.8789,-2.61475,-3.64745,-1.31835,-1.95555,-1.7578,-1.7578,-1.45015,-0.659165,0.307625,0.96679,0.681135,-1.73585,0,-2.5488,-1.1865,-0.769035,0.0219428178,-1.9775
"4828",4,"A_M1055OM04_1S1RNA",FALSE,103,-2.417,-2.9883,-1.88965,0.483405,7.0751,-2.417,-7.93205,-4.8559,-4.6582,-2.96625,-0.65917,1.91165,-1.5381,-0.83496,-0.83495,-0.81297,-1.5161,-0.21972,0.153795,-2.1533,-2.1533,-1.1645,0.3955,0.83495,0.043945,-0.241705,-2.0215,-4.28455,-3.16405,-2.395,-0.856925,2.6147,2.37295,-2.2851,-3.55955,-0.65917,0.35156,-2.417,-0.35155,-1.9336,-1.23045,-0.72509,0.659175,-2.17525,-2.3071,-1.56005,-2.2192,-0.549315,-2.10935,1.5381,-1.5381,0.37352,-2.417,-0.92284,-2.9004,-0.70314,3.1201,0.4834,-2.13135,-0.922825,-0.43945
"4829",5,"A_M1055OM04_1S1RNA",FALSE,103,-0.35156,-1.82375,-2.2412,-1.29635,-1.80175,-2.35105,-1.4062,-0.43944,-2.13135,-0.197775,-1.626,-0.81298,-0.3955,-0.2417,1.2305,0.61521,-1.8237,-4.4385,-2.37305,-0.856895,-0.307605,1.49415,-1.4941,-1.88965,-3.6474,-2.0434,1.6479,0.307615,-1.8457,-0.65917,-1.2744,-1.45015,-0.3296,-2.2632,-1.75775,0.61523,-2.26315,-0.13183,-1.9336,-3.1421,-2.37295,-2.6806,-2.5049,1.20855,-0.329585,-2.0215,-2.1973,-3.05415,-3.2519,-1.3623,-0.43945,-0.90087,1.80175,1.34025,-3.05415,-0.79098,-2.3291,-0.90087,-1.0547,-2.1753,-2.9883
"4830",6,"A_M1055OM04_1S1RNA",FALSE,104,-2.9004,-1.7578,-1.7139,-0.505385,-1.4062,-0.571285,0.19775,-1.42815,0.26363,0.63719,-3.86715,-0.48339,-0.35156,2.8345,0.329575,-1.8457,-1.42825,0.19781,-2.81245,-1.4941,-0.43945,3.6035,-1.4502,-8.0419,-12.3705,-10.8985,-15.249,-21.2255,-21.907,-13.9085,-15.93,-14.414,-26.8505,-26.433,-13.623,-0.87881,1.9336,1.3183,1.8237,-2.2632,-0.856935,0.417445,-0.08789,3.6035,0.87886,-2.9004,4.76805,4.19675,7.36075,6.2402,4.6362,5.6249,3.3398,2.8125,2.6367,11.887,12.524,1.12065,1.8237,7.3828,7.3828
"4831",23,"A_M1055OM04_1S1RNA",FALSE,304,0.83495,-3.1201,-1.16455,-1.1865,-1.0107,-1.9116,-2.74655,-4.8999,-7.5145,-8.10785,-5.7568,-3.7353,-8.3056,-4.78995,-6.63565,-7.25095,-8.1738,-6.5917,-4.1748,-4.5703,-7.99795,-7.22895,-5.7787,-5.80085,-6.65765,-6.85545,-6.0644,-4.6362,-4.812,-6.4819,-1.6919,0.24169,-2.43895,-0.175795,3.8672,11.711,22.302,23.313,28.74,23.049,22.7635,22.28,24.565,25.774,24.939,24.038,22.873,23.6645,23.774,27.158,23.818,24.433,22.7635,6.61365,3.9991,2.3511,0.10988,1.6699,-2.6367,-2.5049,-0.6592
"4832",24,"A_M1055OM04_1S1RNA",FALSE,304,-1.626,1.80175,-1.64795,-1.7578,-1.1865,-1.97755,-1.23045,-0.26367,-0.54931,-1.4502,-1.0986,-1.0986,-1.4282,0.90088,0.0878565,0.681145,-2.8784,-1.7139,-1.7578,-0.68114,0.307595,-0.417475,-3.9111,-3.8232,-4.5044,-12.458,-13.689,-15.073,-14.853,-10.5245,-10.305,-4.6582,-1.45015,0.1758015,-0.32956,-2.52685,-2.9003,-1.53805,-2.6806,-7.6904,-8.34955,-9.14065,-10.81,-4.76805,-7.88805,-7.0751,-10.01925,-8.1298,-5.62495,-1.7578,-1.45015,-0.26367,3.97705,7.18505,16.875,12.195,20.215,18.7645,20.874,24.016,8.4815
"4833",25,"A_M1055OM04_1S1RNA",FALSE,304,10.195,10.613,7.91005,-0.944885,1.01089,1.516,-2.81245,1.47215,0.725075,-6.9433,-1.09865,-1.71385,-3.8452,-3.3838,-5.4052,-2.2412,-6.2182,-2.63675,-4.24055,-3.84525,-3.2739,-4.1748,-5.1196,-2.0874,-2.81245,-5.09755,-6.35005,-4.5263,-1.99945,-3.6035,-5.0976,-2.2851,-5.99855,-3.8232,-4.2406,-4.54835,-5.4931,-1.1426,-1.3623,-4.5483,-5.77875,-3.64745,-3.53755,-3.955,-2.9883,-3.208,-5.0099,-3.1421,-3.8672,-3.7353,-4.1528,-3.2959,-3.6474,-5.647,-3.29585,-4.4384,-1.91165,-3.7133,-6.10835,-3.164,-2.0655
"4834",26,"A_M1055OM04_1S1RNA",FALSE,304,-3.7353,-4.6142,-5.00965,-5.9326,-3.4937,-4.1089,-2.9004,-4.13085,-4.2407,-5.8886,-5.603,-2.2412,-4.9217,-4.43845,-3.8891,-3.75725,-6.70165,-2.35105,-4.0868,-7.0531,-5.1196,-4.5923,-0.417445,-4.63615,-6.3059,-2.9224,0.483345,-0.54928,-0.153765,-0.74706,0.68115,-1.77975,0.505355,-2.4829,1.05442,0.94487,-9.18455,-2.13135,-0.68115,-5.7129,-4.32855,-5.0537,-3.40575,-4.41645,-2.54885,-4.08695,-3.51565,-5.62495,-4.9878,-1.4062,-1.69185,-6.6357,-4.3065,-2.10935,-3.4056,-0.37361,-0.087806,-0.26367,-0.72509,0.3955,-2.0215
"4835",27,"A_M1055OM04_1S1RNA",FALSE,305,-0.48344,2.1533,-1.03265,1.47215,4.4823,3.69145,4.834,2.417,5.4931,2.02135,-1.8897,1.07665,1.07665,-0.83495,-1.3403,-1.8018,0.966855,-1.73575,-4.3065,1.99955,1.93355,2.72455,-1.7139,0.5273,-0.37337,1.8018,-1.34025,1.07665,0.39545,0.131795,-0.263675,0.30755,-0.15387,-0.10986,0.615235,-2.06515,-1.0987,-1.0107,0.57127,-0.0879445,3.25215,0.197765,2.1973,0.52734,0.0659285,2.9004,-0.109735625,1.95555,2.74655,-1.0767,1.2084,1.91185,1.49415,4.5263,-2.61475,-0.681245,3.12005,-0.92284,-2.417,0.61523,0.08789
"4836",28,"A_M1055OM04_1S1RNA",FALSE,306,1.5381,1.07675,-2.19725,-1.1645,-0.131786,0.24175,-0.615225,-0.065944,-1.1646,0.044009,-0.17578,-1.84565,-0.087892,0.0657795,-1.2085,-0.61525,0.92296,-0.175775,-1.20845,-0.72508,-2.96625,-2.7246,-5.55905,-3.6694,-3.208,-4.7903,-4.043,-4.39455,-4.04295,-5.53705,-5.625,-5.0317,-3.6255,-4.0649,-4.3286,-4.0648,-6.2182,-6.56975,-2.373,-3.42775,-2.61475,-4.7901,-5.62495,-5.69085,-5.36115,-2.57075,-3.6035,-2.5487,-4.7899,-2.94435,-5.8666,-7.5585,-4.15275,-3.9111,-2.6366,-4.1089,-6.89945,-5.58105,-3.69135,-5.22945,-4.702
"4837",29,"A_M1055OM04_1S1RNA",FALSE,306,-3.1639,-4.92195,-2.43895,-5.16365,-6.89935,-2.19725,-4.02105,-5.64695,-5.97645,-3.42765,-5.2076,-4.19675,-5.0537,-3.6474,-5.0537,-4.72405,-3.53775,-4.06495,-4.96585,-8.2617,-2.9443,-3.5814,-5.16355,-4.28455,-5.0757,-5.2295,-5.69085,-6.1083,-2.63675,-1.86765,-9.90955,-3.14215,-1.8896,-4.1967,-4.26255,-5.51505,-3.9111,-4.39455,-4.9438,-4.59225,-2.7685,-1.0107,-3.47165,-1.93355,-0.92284,-0.79101,-0.21972,-1.34025,-0.81295,-2.24115,-0.65922,-1.604,-0.26367,0.85695,-0.28567,-1.4062,-1.73575,-0.43945,-0.52734,-0.48346,-0.83495
"4838",30,"A_M1055OM04_1S1RNA",FALSE,306,-0.70316,-1.8457,-0.76904,-0.0439665,-0.48339,-1.95545,-0.72521,2.4829,-1.7578,-2.50475,-1.538,-1.45,-1.3403,-2.0215,-2.17525,-1.3843,-2.43895,-1.2744,-1.16455,-1.8457,-1.1426,-1.626,-5.9326,-10.723,-8.8328,-21.511,-21.1595,-21.2695,-26.411,-21.2475,-19.16,-20.3905,-20.259,-14.8315,-11.25,-7.69035,-6.4379,-9.3384,-88.7905,-98.7665,-124.955,-38.957,-17.9075,2.1313,-3.14205,-5.2734,-14.546,-30.74,-19.5335,-14.392,-27.136,-26.0815,-23.401,-24.455,-22.302,-26.7845,-16.084,-18.8305,-17.9075,-12.722,-7.8661
"4839",31,"A_M1055OM04_1S1RNA",FALSE,308,-2.79045,-1.7798,2.1533,2.5268,-0.7251,3.64735,5.40525,4.46045,5.47115,4.9658,4.41645,5.97645,0.8789,3.64745,4.59225,4.63615,7.95405,3.23,1.5161,7.5146,0.59324,4.3945,8.17375,-0.59332,5.36135,4.0429,4.6582,4.54835,1.97755,4.02095,5.99845,5.0097,4.3946,1.34035,2.5927,-1.45015,-1.9336,1.010745,-1.69195,-1.42815,-2.2632,0.30761,1.47215,-2.5488,-0.72499,-1.38425,-1.3403,0.61523,-0.92284,-0.35156,2.8564,3.36175,4.10885,3.142,3.6474,4.70215,3.3838,1.0986,4.9658,3.7573,1.77975
"4840",32,"A_M1055OM04_1S1RNA",FALSE,308,3.7353,3.62545,3.49365,4.1748,3.6035,1.9116,1.9116,3.93305,1.2744,2.5488,3.7573,3.53755,2.373,0.966785,2.6148,3.7133,3.16405,4.52635,1.9555,2.19725,1.01075,0.19775,0.79101,5.03175,3.27385,2.17525,1.626,4.70215,4.8779,1.8017,4.0869,3.5156,3.6475,3.3398,5.0317,3.80125,4.19685,5.2734,2.30715,2.46085,4.1967,3.4717,4.08685,3.22995,3.6474,5.0537,4.8339,2.9883,6.17425,4.3506,5.9108,-4.43845,-0.1319,6.5258,19.709,15.249,-0.109825,1.38435,1.49415,0.812975,0.26367
"4841",33,"A_M1055OM04_1S1RNA",FALSE,311,2.5488,0.02199,-1.2525,1.0547,0.351565,-0.835005,-0.65917,0.351625,-0.329585,-1.73585,0.52734,0.52734,-0.96679,-0.241695,1.2085,-0.219765,-0.307575,0.681115,-0.922845,0.043945,-0.461415,-1.49415,-2.24115,-1.604,-1.6479,-3.5156,-0.527325,-1.626,-1.626,-1.73585,-1.56005,-2.2192,-1.91165,-1.75785,-2.13135,-1.01075,-2.04345,-0.417475,-2.1094,-1.0547,-2.0654,-1.7579,-0.81299,-1.8896,-1.93355,-0.57128,-1.9775,0.83495,0.57128,-0.54932,-0.70312,-1.3843,-0.96679,-0.769,0.46141,-0.834985,-1.3403,-0.21972,-0.791035,-1.3183,-0.96679
"4842",34,"A_M1055OM04_1S1RNA",FALSE,311,-0.96679,-1.0107,-0.37353,-0.988745,-0.153805,-0.131843,-0.681145,-1.38425,-1.56005,-1.0547,-0.30761,-0.26367,0.28563,-0.834915,-1.69185,-1.1426,1.4502,0.087858,-1.1865,-0.43945,1.1206,-1.3623,-1.4941,-0.944855,0.483395,-1.626,-0.37353,0.08789,-0.26369,-1.03271,-0.856925,-0.769045,1.05465,0.57128,-0.724995,-0.417495,-0.241725,-2.04345,-0.43945,0.83495,-1.1426,-1.5381,-1.3183,-0.35156,-0.21972,0.68113,1.38425,-2.08735,-1.82365,-1.3623,0.28564,0.13183,-1.29635,-2.373,0.43945,0.593255,-0.79101,0.48339,-1.7578,-1.8457,0.483385
"4843",35,"A_M1055OM04_1S1RNA",FALSE,311,-0.94479,-1.0107,-1.9775,-1.582,0.52734,-0.3955,1.4722,-0.856905,-2.17525,-0.79101,-0.35156,0.08789,-0.505365,-1.3623,-0.52734,-0.96679,-0.153815,-0.87886,-1.3183,0.285625,0.13183,-1.77975,-1.4062,-1.38425,0.505395,0.28565,-1.38425,-1.3623,-0.395515,0.2197,-1.4721,-0.285635,-1.4502,0.637125,0.13183,-1.7358,-0.57128,-1.40625,-0.3955,-0.65917,-0.79101,0.17578,-0.15388,-0.26367,-1.0987,-1.582,-1.1865,0.769015,-1.3843,-0.26367,-0.98884,-1.1865,-0.50529,0,-0.96679,-2.2851,-1.582,-0.90087,0.94486,1.0547,-2.0215
"4844",36,"A_M1055OM04_1S1RNA",FALSE,311,-2.0654,-2.373,-1.31825,-0.571285,-0.61523,2.5928,0.6591,-2.9883,-1.7578,-0.35156,0.65917,-0.813055,-1.0107,-2.1533,-2.1533,2.02155,-0.9888,-2.26315,-1.626,-2.21925,-1.36225,-1.2305,-2.13145,-0.90087,-2.1533,-0.3955,-0.48339,-2.5488,-2.373,-0.1097855,0.48339,-0.21972,-2.63665,-2.4169,-1.5381,-1.38425,-1.7138,-1.3623,-1.8017,-2.2412,-1.93355,-0.96679,0.043913,-2.02155,-1.5381,-1.5381,-1.01065,-1.3183,-1.4062,-1.2305,-1.34035,-0.878825,-1.3623,-1.9116,-1.7578,-1.4062,-1.4062,-2.30715,-0.021919,0.043945,-1.8677
"4845",37,"A_M1055OM04_1S1RNA",FALSE,311,-1.9775,-1.3842,-1.2305,-0.43945,-3.0322,-1.9995,0.637245,0.79101,-2.9004,-2.0874,-1.6699,-2.68055,-0.659055,-0.17578,1.8017,1.20845,-5.9766,-3.2298,-1.53815,2.1974,-1.42815,-0.96678,-2.0654,-1.010515,-1.2083,0.28557,-2.48285,-1.0547,-1.4502,-1.77975,-0.83495,-0.68107,-0.52734,0.13183,-1.6699,-1.7139,-2.13125,-1.0986,-0.8789,-0.13183,-0.02202629,-1.8017,-1.5381,-1.9995,-1.4062,-0.043945,-0.615305,-1.91155,-0.43945,-0.48339,-1.0107,-1.71395,-1.0986,-1.4283,-0.43945,-0.57128,-0.50537,-1.27435,-1.14255,-1.0107,-0.615135
"4846",38,"A_M1055OM04_1S1RNA",FALSE,311,0.43945,0.21972,-0.48336,0.593255,-1.12055,-1.88965,0.08789,0.46135,-0.329585,-0.63713,0.8789,-1.49415,-1.93345,-1.7359,-1.0107,1.27445,-0.966935,-0.3955,-2.0874,-0.813045,-0.263555,0.08789,-0.0659175,-1.99945,-0.768985,-0.19783,-1.18655,-0.74706,-0.57128,0.92279,-1.6699,-0.83495,-1.05483,-0.65917,0.70312,-0.878975,-0.61523,-0.61523,-1.0547,-1.5381,0.439415,-0.74706,-0.96682,-0.39547,-0.08789,-0.17578,-1.69185,-0.30761,-0.769065,-0.83495,0.856905,-0.57128,-1.1867,-0.85697,0.0659175,1.4941,-1.01075,-0.922775,-1.07665,1.25245,1.55995
"4847",39,"A_M1055OM04_1S1RNA",FALSE,311,-1.7579,-1.8017,-1.3623,0.35156,-0.966775,-1.8457,0.30761,0.6591,0.17578,-0.615345,-2.5049,-2.7685,-0.878975,-0.96679,-0.48339,-3.5595,-2.46095,-1.0986,-1.8676,-2.2851,-1.0986,-1.4062,-1.5601,-2.373,-1.51615,-1.3623,-1.3623,-2.373,-1.8457,-2.06545,-1.5381,-1.4062,-1.4062,-1.4062,-2.1533,-2.2632,-1.4941,-1.12055,-0.856925,-0.966745,-1.86755,-0.571315,-1.1865,-2.1972,-1.6259,-0.83495,-0.13183,-1.582,-1.626,-1.88965,-1.91155,-0.219775,-0.549235,-1.03275,-2.3731,-2.1972,0.219785,-0.57128,-1.3404,-2.13135,-0.81291
"4848",40,"A_M1055OM04_1S1RNA",FALSE,311,0.197905,0.0658425,-1.2304,-0.043913,-0.043945,-0.43945,-0.35156,-1.03288,-1.18645,-0.81298,-0.35156,-0.263745,-1.0986,0.35156,-0.30761,-1.8017,-1.03265,-0.54924,0.24165,-0.747185,-0.76896,-0.57128,-0.48339,-0.65917,-0.307505,-0.835,-0.856875,-1.4502,-1.0986,0.043945,0.74706,0.70312,0.70312,-1.36235,-2.21915,-1.1426,-0.351515,-1.18655,0.08789,0.43945,0.43945,-1.75775,-1.86765,-1.3623,0.79101,0.79101,-0.483515,-0.96679,-0.48332,-0.35156,-0.13183,-2.1972,-2.2851,-1.0986,0.37348,-1.4062,-1.8896,-1.4722,-1.14255,-0.30761,-1.16465
"4849",41,"A_M1055OM04_1S1RNA",FALSE,311,-1.3405,-2.15335,-2.0215,1.6699,-0.17592,-3.33975,-1.9335,1.3623,-1.95555,-1.14255,-1.9336,-1.51615,-1.01061,-1.1426,-0.61523,-0.922875,-2.35105,0.2198,-1.9336,0.0219190405,-0.065864,0.08789,-1.62605,-1.3842,-1.69175,-0.70312,0.329555,-0.76908,-1.8017,-0.35154,-1.49405,0.0219725,-1.20845,-0.834995,0.769015,-2.9003,-2.1533,1.626,-0.30766,-0.4835,-0.96679,-1.5381,0.3955,-0.43949,-0.83495,0.0659175,0.59334,-0.96679,-1.5381,0.15373,-0.92282,0.175715,0.593185,-1.4062,-0.659205,0.813025,-0.41755,-0.65917,0.35157,-0.43945,-0.43945
"4850",42,"A_M1055OM04_1S1RNA",FALSE,311,-2.0215,-1.86765,-0.50541,-1.53805,2.94425,1.07665,-1.07665,-1.1865,-2.41705,-1.84545,-0.39547,1.4282,-0.505365,-0.900915,-0.81301,-1.3183,-0.50539,-0.30761,-0.461355,-0.72509,-0.68115,-0.81294,0.285675,0.26367,-1.73585,-0.81294,-0.83495,2.46095,-0.37322,-2.87825,-0.549335,0.483395,-1.0547,-1.8897,-0.79101,-1.42825,-0.1097455,-1.604,-0.8789,-0.57136,-0.72505,-1.0326,-1.56,-0.57128,-0.681145,-1.01075,-0.30761,-1.91165,-1.1645,-0.83502,-0.285595,-1.71375,-1.0107,1.3623,-1.95555,-1.23045,-1.12065,-0.59315,0.0658855,-1.3623,-1.2744
"4851",1,"A_M1055OM04_3S3RNA",FALSE,111,-0.43945,-0.43945,-0.48339,-0.57128,-0.57128,-0.61523,-4.50435,-202.765,-364.765,-120.955,89.7575,102.22,9.2724,-1.5381,-7.998,5.000000000005e-06,-1.6699,-1.23045,-1.38425,-2.43895,1.4282,-0.878895,0.43945,-1.86765,-4.17475,-1.0327,-1.38425,-0.043946,0.351565,-1.05465,-3.71335,-4.92185,2.2412,-0.417475,-5.000000000005e-07,-1.1426,-0.571285,0.35156,-1.2085,-3.0322,-0.96679,-0.417475,-1.7578,-1.8896,-1.3623,-0.571285,-1.38425,-0.52734,-2.76855,-1.1865,-1.4941,-1.25245,-0.0439445,1.64795,0.703115,-1.9995,-1.14255,-0.329585,0.8789,-0.9448,-2.7246
"4852",2,"A_M1055OM04_3S3RNA",FALSE,111,-2.7246,-1.7578,0.72509,-0.79101,0.61523,1.2305,-0.63719,-2.04345,-0.81298,0.72506,0.83495,-1.53805,-3.1201,-0.15383,-1.86765,1.0986,2.76855,3.5595,-0.08789,-8.89885,-17.842,-31.816,-16.985,-22.5,-25.071,-18.435,-21.445,-14.26,-12.019,-4.4824,-4.768,-0.769035,-3.2519,-0.43945,-0.70312,-1.64795,0.54932,-0.21972,-3.73535,-4.6142,1.3623,5.7568,3.2299,5.91055,7.5366,3.03225,2.1533,2.0215,1.95555,6.4599,6.2402,6.2622,4.21875,5.0537,5.0537,4.50435,3.77925,5.4931,5.0317,5.3613,1.8457
"4853",3,"A_M1055OM04_3S3RNA",FALSE,105,1.1865,1.3623,5.62495,6.4819,4.8998,6.5698,5.625,4.74605,2.8345,7.954,4.83395,0.81298,5.0976,4.1748,4.8559,-0.812995,-2.63675,-0.0439615,0.241695,-0.878895,-0.966805,0.10986,0.92284,-1.4282,-4.92185,-1.80175,1.3843,-1.84565,-0.307555,-0.988725,-1.86765,0.1098605,0.24171,0.57128,0.3955,-0.2417,-0.747075,-1.29635,-1.5381,-2.7246,-0.263685,-1.0986,-0.70312,-0.70312,-0.61523,0.307625,0.65917,0.70312,0.70312,2.7685,2.6367,-14.1725,-153.325,-178.79,-205.05,-221.595,-49.7665,-8.96475,1.3623,1.8017,2.2851
